id|title
2601.08280|Greedy Is Enough: Sparse Action Discovery in Agentic LLMs
2601.09088|Distribution-Aligned Sequence Distillation for Superior Long-CoT Reasoning
2601.09352|Spectral Complex Autoencoder Pruning: A Fidelity-Guided Criterion for Extreme Structured Channel Compression
2601.09881|Transition Matching Distillation for Fast Video Generation
2601.10015|CAFEDistill: Learning Personalized and Dynamic Models through Federated Early-Exit Network Distillation
2601.10373|Towards Efficient Low-rate Image Compression with Frequency-aware Diffusion Prior Refinement
2601.11200|FAQ: Mitigating Quantization Error via Regenerating Calibration Data with Family-Aware Quantization
2601.11269|X-Distill: Cross-Architecture Vision Distillation for Visuomotor Learning
2601.11915|Low-rank Orthogonal Subspace Intervention for Generalizable Face Forgery Detection
2601.12272|AgenticPruner: MAC-Constrained Neural Network Compression via LLM-Driven Strategy Search
2601.12757|CodeSep: Low-Bitrate Codec-Driven Speech Separation with Base-Token Disentanglement and Auxiliary-Token Serial Prediction
2601.12814|CSGaussian: Progressive Rate-Distortion Compression and Segmentation for 3D Gaussian Splatting
2601.12894|Sparse ActionGen: Accelerating Diffusion Policy with Real-time Pruning
2601.13143|FastAV: Efficient Token Pruning for Audio-Visual Large Language Model Inference
2601.13412|Using deep learning for predicting cleansing quality of colon capsule endoscopy images
2601.14621|Direct and Converse Theorems in Estimating Signals with Sublinear Sparsity
2601.14821|POTR: Post-Training 3DGS Compression
2601.15598|Ternary Spiking Neural Networks Enhanced by Complemented Neurons and Membrane Potential Aggregation
2601.15838|TinySense: Effective CSI Compression for Scalable and Accurate Wi-Fi Sensing
2601.16427|Perfect Clustering for Sparse Directed Stochastic Block Models
2601.17187|High-Rate Quantized Matrix Multiplication I
2601.17684|A Model-Driven Lossless Compression Algorithm Resistant to Mismatch
2601.17818|ViTCoP: Accelerating Large Vision-Language Models via Visual and Textual Semantic Collaborative Pruning
2601.17836|Unleashing the Potential of Sparse Attention on Long-term Behaviors for CTR Prediction
2601.19320|StableQAT: Stable Quantization-Aware Training at Ultra-Low Bitwidths
2601.19919|ASKD-Whisper: Adaptive Self-knowledge Distillation for Efficient and Low-Latency Automatic Speech Recognition
2601.20075|Sparse CLIP: Co-Optimizing Interpretability and Performance in Contrastive Learning
2601.21296|Grounding and Enhancing Informativeness and Utility in Dataset Distillation
2601.21481|Compressed Sensing-Driven Near-Field Localization Exploiting Array of Subarrays
2601.21686|Don't be so Stief! Learning KV Cache low-rank approximation over the Stiefel manifold
2601.22980|Learnable Permutation for Structured Sparsity on Transformer Models
2602.00100|Frequent Pattern Mining approach to Image Compression
2602.00397|Fast Forward: Accelerating LLM Prefill with Predictive FFN Sparsity
2602.00535|Invertible Memory Flow Networks
2602.15843|The Perplexity Paradox: Why Code Compresses Better Than Math in LLM Prompts
2602.20164|Benchmarking Distilled Language Models: Performance and Efficiency in Resource-Constrained Settings
2601.00383|Probabilistic Entanglement Distillation: Error Exponents via Postselected Quantum Hypothesis Testing Against Separable States
2601.00920|MODE: Efficient Time Series Prediction with Mamba Enhanced by Low-Rank Neural ODEs
2601.01296|Aggressive Compression Enables LLM Weight Theft
2601.01773|Joint Sparsity and Beamforming Design for RDARS-Aided Systems
2601.02563|Compressed code: the hidden effects of quantization and distillation on programming tokens
2601.02727|Foreground-Aware Dataset Distillation via Dynamic Patch Selection
2601.03484|From Bits to Chips: An LLM-based Hardware-Aware Quantization Agent for Streamlined Deployment of LLMs
2601.04348|SCAR-GS: Spatial Context Attention for Residuals in Progressive Gaussian Splatting
2601.04968|SparseLaneSTP: Leveraging Spatio-Temporal Priors with Sparse Transformers for 3D Lane Detection
2601.04973|ConMax: Confidence-Maximizing Compression for Efficient Chain-of-Thought Reasoning
2601.05019|Hán Dān Xué Bù (Mimicry) or Qīng Chū Yú Lán (Mastery)? A Cognitive Perspective on Reasoning Distillation in Large Language Models
2601.05191|AgentCompress: Task-Aware Compression for Affordable Large Language Model Agents
2601.06227|When Smaller Wins: Dual-Stage Distillation and Pareto-Guided Compression of Liquid Neural Networks for Edge Battery Prognostics
2601.07411|SCALPEL: Selective Capability Ablation via Low-rank Parameter Editing for Large Language Model Interpretability Analysis
2601.07891|KVzap: Fast, Adaptive, and Faithful KV Cache Pruning
2601.08519|CD^2: Constrained Dataset Distillation for Few-Shot Class-Incremental Learning
2601.08698|Double Strike: Breaking Approximation-Based Side-Channel Countermeasures for DNNs
2601.09209|Pairing-free Group-level Knowledge Distillation for Robust Gastrointestinal Lesion Classification in White-Light Endoscopy
2601.09254|A Theoretical Framework for Rate-Distortion Limits in Learned Image Compression
2601.09286|Why not Collaborative Filtering in Dual View? Bridging Sparse and Dense Models
2601.09306|On-Device Large Language Models for Sequential Recommendation
2601.09555|Benchmarking Post-Training Quantization of Large Language Models under Microscaling Floating Point Formats
2601.10124|VQ-Seg: Vector-Quantized Token Perturbation for Semi-Supervised Medical Image Segmentation
2601.11464|MHA2MLA-VLM: Enabling DeepSeek's Economical Multi-Head Latent Attention across Vision-Language Models
2601.12033|Preserving Fairness and Safety in Quantized LLMs Through Critical Weight Protection
2601.12261|DALD-PCAC: Density-Adaptive Learning Descriptor for Point Cloud Lossless Attribute Compression
2601.14130|GIC-DLC: Differentiable Logic Circuits for Hardware-Friendly Grayscale Image Compression
2601.14240|LRC-DHVC: Towards Local Rate Control in Neural Video Compression
2601.15311|Aeon: High-Performance Neuro-Symbolic Memory Management for Long-Horizon LLM Agents
2601.15829|Towards Realistic Remote Sensing Dataset Distillation with Discriminative Prototype-guided Diffusion
2601.16515|SALAD: Achieve High-Sparsity Attention via Efficient Linear Attention Tuning for Video Diffusion Transformer
2601.16986|Crystal-KV: Efficient KV Cache Management for Chain-of-Thought LLMs via Answer-First Principle
2601.17555|Saliency Driven Imagery Preprocessing for Efficient Compression -- Industrial Paper
2601.17562|Sparse RBF Networks for PDEs and nonlocal equations: function space theory, operator calculus, and training algorithms
2601.18527|Exploring Fine-Tuning for In-Context Retrieval and Efficient KV-Caching in Long-Context Language Models
2601.18821|Lossy Image Compression -- A Frequent Sequence Mining perspective employing efficient Clustering
2601.20168|Efficient Token Pruning for LLaDA-V
2601.20697|Adaptive Dimension Reduction for Overlapping Group Sparsity
2601.20706|NPU Design for Diffusion Language Model Inference
2601.21291|Gaussian Belief Propagation Network for Depth Completion
2601.21737|Mixed-Precision Training and Compilation for RRAM-based Computing-in-Memory Accelerators
2601.21873|Low-Rank Plus Sparse Matrix Transfer Learning under Growing Representations and Ambient Dimensions
2601.21896|Past- and Future-Informed KV Cache Policy with Salience Estimation in Autoregressive Video Diffusion
2601.22141|Routing the Lottery: Adaptive Subnetworks for Heterogeneous Data
2601.22244|Is Hierarchical Quantization Essential for Optimal Reconstruction?
2601.22766|Sparse Attention as Compact Kernel Regression
2601.22905|FlexLoRA: Entropy-Guided Flexible Low-Rank Adaptation
2602.00400|KEPO: Knowledge-Enhanced Preference Optimization for Multimodal Reasoning with Applications to Medical VQA
2602.00792|Latent Shadows: The Gaussian-Discrete Duality in Masked Diffusion
2601.00202|Knowledge Distillation for Temporal Knowledge Graph Reasoning with Large Language Models
2601.00285|SV-GS: Sparse View 4D Reconstruction with Skeleton-Driven Gaussian Splatting
2601.00454|Defensive M2S: Training Guardrail Models on Compressed Multi-turn Conversations
2601.00672|Sparse FEONet: A Low-Cost, Memory-Efficient Operator Network via Finite-Element Local Sparsity for Parametric PDEs
2601.00714|KDPhys: An Attention Guided 3D to 2D Knowledge Distillation for Real-time Video-Based Physiological Measurement
2601.00938|Rate-Distortion Analysis of Compressed Query Delegation with Low-Rank Riemannian Updates
2601.02353|Meta-Learning Guided Pruning for Few-Shot Plant Pathology on Edge Devices
2601.02613|Sparsity-Aware Streaming SNN Accelerator with Output-Channel Dataflow for Automatic Modulation Classification
2601.02735|Revisiting Forest Proximities via Sparse Leaf-Incidence Kernels
2601.02776|UniSRCodec: Unified and Low-Bitrate Single Codebook Codec with Sub-Band Reconstruction
2601.03229|SpANNS: Optimizing Approximate Nearest Neighbor Search for Sparse Vectors Using Near Memory Processing
2601.03292|From Loop Quantum Gravity to a Theory of Everything
2601.03704|Investigating Knowledge Distillation Through Neural Networks for Protein Binding Affinity Prediction
2601.04519|TokenSeg: Efficient 3D Medical Image Segmentation via Hierarchical Visual Token Compression
2601.04587|FedKDX: Federated Learning with Negative Knowledge Distillation for Enhanced Healthcare AI Systems
2601.04786|AgentOCR: Reimagining Agent History via Optical Self-Compression
2601.04983|Assessing the Impact of Low Resolution Control Electronics on Quantum Neural Network Performance
2601.07197|Beyond Variance: Knowledge-Aware LLM Compression via Fisher-Aligned Subspace Diagnostics
2601.07607|Quantization-scheme-Independent Energy and Its Implications for Holographic Bounds
2601.08187|Improving LLM Reasoning with Homophily-aware Structural and Semantic Text-Attributed Graph Compression
2601.08412|Hybrid Distillation with CoT Guidance for Edge-Drone Control Code Generation
2601.08882|Compressing Vision Transformers in Geospatial Transfer Learning with Manifold-Constrained Optimization
2601.09165|Multi-Teacher Ensemble Distillation: A Mathematical Framework for Probability-Domain Knowledge Aggregation
2601.09331|Arbitrary fractional quantization in Dirac systems
2601.09985|FaTRQ: Tiered Residual Quantization for LLM Vector Search in Far-Memory-Aware ANNS Systems
2601.10109|Skill-Aware Data Selection and Fine-Tuning for Data-Efficient Reasoning Distillation
2601.10378|Global Context Compression with Interleaved Vision-Text Transformation
2601.10410|TF3-RO-50M: Training Compact Romanian Language Models from Scratch on Synthetic Moral Microfiction
2601.10673|Single-Stage Huffman Encoder for ML Compression
2601.11024|PruneRAG: Confidence-Guided Query Decomposition Trees for Efficient Retrieval-Augmented Generation
2601.11471|Low-Rank Key Value Attention
2601.11630|A one-step generation model with a Single-Layer Transformer: Layer number re-distillation of FreeFlow
2601.11641|Mixture of Distributions Matters: Dynamic Sparse Attention for Efficient Video Diffusion Transformers
2601.11865|CTPD: Cross Tokenizer Preference Distillation
2601.12213|One-Sided Matrix Completion from Ultra-Sparse Samples
2601.12383|An efficient penalty decomposition algorithm for minimization over sparse symmetric sets
2601.12400|BiCoLoR: Communication-Efficient Optimization with Bidirectional Compression and Local Training
2601.12785|Distilling Time Series Foundation Models for Efficient Forecasting
2601.13684|HeteroCache: A Dynamic Retrieval Approach to Heterogeneous KV Cache Compression for Long-Context LLM Inference
2601.13994|torch-sla: Differentiable Sparse Linear Algebra with Adjoint Solvers and Sparse Tensor Parallelism for PyTorch
2601.15305|Gated Sparse Attention: Combining Computational Efficiency with Training Stability for Long-Context Language Models
2601.15441|CASL: Concept-Aligned Sparse Latents for Interpreting Diffusion Models
2601.15657|Integrating Knowledge Distillation Methods: A Sequential Multi-Stage Framework
2601.16073|DSFedMed: Dual-Scale Federated Medical Image Segmentation via Mutual Distillation Between Foundation and Lightweight Models
2601.16366|Post-Training Neural Network Pruning using Graph Curvature
2601.16556|PRISM: Purified Representation and Integrated Semantic Modeling for Generative Sequential Recommendation
2601.17112|Low-Rank Tensor Approximation of Weights in Large Language Models via Cosine Lanczos Bidiagonalization
2601.17367|Elastic Attention: Test-time Adaptive Sparsity Ratios for Efficient Transformers
2601.17598|Deep Intrinsic Surprise-Regularized Control (DISRC): A Biologically Inspired Mechanism for Efficient Deep Q-Learning in Sparse Environments
2601.17910|Adaptive Weighting in Knowledge Distillation: An Axiomatic Framework for Multi-Scale Teacher Ensemble Optimization
2601.18064|Resonant Sparse Geometry Networks
2601.18782|Low-Bit Quantization of Bandlimited Graph Signals via Iterative Methods
2601.18932|Advances in Diffusion-Based Generative Compression
2601.19213|M2XFP: A Metadata-Augmented Microscaling Data Format for Efficient Low-bit Quantization
2601.19794|Component-Aware Pruning Framework for Neural Network Controllers via Gradient-Based Importance Estimation
2601.20028|Decomposing multimodal embedding spaces with group-sparse autoencoders
2601.20262|Shallow-π: Knowledge Distillation for Flow-based VLAs
2601.20742|Compression Tells Intelligence: Visual Coding, Visual Token Technology, and the Unification
2601.20782|Neural Quantum States in Mixed Precision
2601.21288|Drive-KD: Multi-Teacher Distillation for VLMs in Autonomous Driving
2601.21345|Semantic-Guided Dynamic Sparsification for Pre-Trained Model-based Class-Incremental Learning
2601.21461|L$^3$: Large Lookup Layers
2601.21611|Thinking Broad, Acting Fast: Latent Reasoning Distillation from Multi-Perspective Chain-of-Thought for E-Commerce Relevance
2601.21664|SENDAI: A Hierarchical Sparse-measurement, EfficieNt Data AssImilation Framework
2601.21927|SONIC: Segmented Optimized Nexus for Information Compression in Key-Value Caching
2601.21944|Clarity: The Flexibility-Interpretability Trade-Off in Sparsity-aware Concept Bottleneck Models
2601.21968|OVD: On-policy Verbal Distillation
2601.22275|VMonarch: Efficient Video Diffusion Transformers with Structured Attention
2601.22347|Pushing the Limits of Block Rotations in Post-Training Quantization
2601.22632|DART-ing Through the Drift: Dynamic Tracing of Knowledge Neurons for Adaptive Inference-Time Pruning
2601.22787|Float8@2bits: Entropy Coding Enables Data-Free Model Compression
2602.00047|Lightweight Edge Learning via Dataset Pruning
2602.00664|Fronthaul-Efficient Distributed Cooperative 3D Positioning with Quantized Latent CSI Embeddings
2602.00777|HyLRA: Hybrid Layer Reuse Attention for Efficient Long-Context Inference
2602.00910|Efficient Deep Learning for Medical Imaging: Bridging the Gap Between High-Performance AI and Clinical Deployment
2602.15836|EdgeNav-QE: QLoRA Quantization and Dynamic Early Exit for LAM-based Navigation on Edge Devices
2602.21221|Latent Context Compilation: Distilling Long Context into Compact Portable Memory
2601.00245|Modern Neuromorphic AI: From Intra-Token to Inter-Token Processing
2601.00276|Task-Driven Kernel Flows: Label Rank Compression and Laplacian Spectral Filtering
2601.00329|Sparse Probabilistic Coalition Structure Generation: Bayesian Greedy Pursuit and $\ell_1$ Relaxations
2601.00377|Sparse Tucker Decomposition and Graph Regularization for High-Dimensional Time Series Forecasting
2601.00756|Memory Bank Compression for Continual Adaptation of Large Language Models
2601.00913|Clean-GS: Semantic Mask-Guided Pruning for 3D Gaussian Splatting
2601.01298|Warp-Cortex: An Asynchronous, Memory-Efficient Architecture for Million-Agent Cognitive Scaling on Consumer Hardware
2601.01299|T3C: Test-Time Tensor Compression with Consistency Guarantees
2601.01484|SGD-Based Knowledge Distillation with Bayesian Teachers: Theory and Guidelines
2601.01800|Sparse Threats, Focused Defense: Criticality-Aware Robust Reinforcement Learning for Safe Autonomous Driving
2601.01840|Tackling Resource-Constrained and Data-Heterogeneity in Federated Learning with Double-Weight Sparse Pack
2601.02564|Comparative Analysis of Binarization Methods For Medical Image Hashing On Odir Dataset
2601.02680|Adversarial Contrastive Learning for LLM Quantization Attacks
2601.02978|Mechanistic Knobs in LLMs: Retrieving and Steering High-Order Semantic Features via Sparse Autoencoders
2601.03043|Lil: Less is Less When Applying Post-Training Sparse-Attention Algorithms in Long-Decode Stage
2601.03596|Adaptive Attention Distillation for Robust Few-Shot Segmentation under Environmental Perturbations
2601.04407|Exact Multimode Quantization of Superconducting Circuits via Boundary Admittance and Continued Fractions
2601.04907|Distributed Online Convex Optimization with Efficient Communication: Improved Algorithm and Lower bounds
2601.05679|Do Sparse Autoencoders Identify Reasoning Features in Language Models?
2601.06273|Performance Analysis of DCT, Hadamard, and PCA in Block-Based Image Compression
2601.06305|Why LoRA Fails to Forget: Regularized Low-Rank Adaptation Against Backdoors in Language Models
2601.06333|Building Envelope Inversion by Data-driven Interpretation of Ground Penetrating Radar
2601.06724|DS-CIM: Digital Stochastic Computing-In-Memory Featuring Accurate OR-Accumulation via Sample Region Remapping for Edge AI Models
2601.06787|Garbage Attention in Large Language Models: BOS Sink Heads and Sink-aware Pruning
2601.07190|Active Context Compression: Autonomous Memory Management in LLM Agents
2601.07355|Fast and Provable Nonconvex Robust Matrix Completion
2601.07366|HiVid-Narrator: Hierarchical Video Narrative Generation with Scene-Primed ASR-anchored Compression
2601.07372|Conditional Memory via Scalable Lookup: A New Axis of Sparsity for Large Language Models
2601.07396|Forecast the Principal, Stabilize the Residual: Subspace-Aware Feature Caching for Efficient Diffusion Transformers
2601.07568|d3LLM: Ultra-Fast Diffusion LLM using Pseudo-Trajectory Distillation
2601.08033|InfGraND: An Influence-Guided GNN-to-MLP Knowledge Distillation
2601.08089|Q-realign: Piggybacking Realignment on Quantization for Safe and Efficient LLM Deployment
2601.08107|STO-RL: Offline RL under Sparse Rewards via LLM-Guided Subgoal Temporal Order
2601.08273|HIPPO: Accelerating Video Large Language Models Inference via Holistic-aware Parallel Speculative Decoding
2601.08300|Variable-Length Wideband CSI Feedback via Loewner Interpolation and Deep Learning
2601.08301|ReCo-KD: Region- and Context-Aware Knowledge Distillation for Efficient 3D Medical Image Segmentation
2601.08303|SnapGen++: Unleashing Diffusion Transformers for Efficient High-Fidelity Image Generation on Edge Devices
2601.08441|YaPO: Learnable Sparse Activation Steering Vectors for Domain Adaptation
